req_num,text,tests,guidance
6.4.1,"For public -facing web applications, new threats and vulnerabilities are addressed on an ongoing basis and these applications are protected against known attacks as follows: • Reviewing public -facing web applications via manual or automated application vulnerability security assessment tools or methods as follows: – At least once every 12 months and after significant changes. – By an entity that specializes in application security. – Including, at a minimum, all common software attacks in Requirement 6.2.4. – All vulnerabilities are ranked in accordance with Requirement 6.3.1. – All vulnerabilities are corrected. – The application is re-evaluated after the corrections • Installing an automated technical solution(s) that continually detects and prevents web- based attacks as – Installed in front of public -facing web applications to detect and prevent web-based attacks. – Actively running and up to date as applicable. – Generating audit logs. – Configured to either block web -based attacks or generate an alert that is immediately investigated.",Examine documented processes. ; Interview personnel. ; Examine records of application security assessments ; Examine the system configuration settings and audit logs.,(continued)
6.4.2,"For public -facing web applications, an automated technical solution is deployed that continually detects and prevents web-based attacks, with at least the following: • Is installed in front of public -facing web applications and is configured to detect and prevent web-based attacks. • Actively running and up to date as applicable. • Generating audit logs. • Configured to either block web -based attacks or generate an alert that is immediately investigated.",Examine the system configuration settings. ; Examine audit logs. ; Interview responsible personnel.,"This new requirement will replace Requirement 6.4.1 once its effective date is reached. This requirement is a best practice until 31 March 2025, after which it will be required and must be fully considered during a PCI DSS assessment."
6.4.3,All payment page scripts that are loaded and executed in the consumer’s browser are managed as follows: • A method is implemented to confirm that each script is procedures.,Examine policies and procedures. ; Interview responsible personnel. ; Examine inventory records. ; Examine system configurations. • A method is implemented to assure the integrity of each script. • An inventory of all scripts is maintained with written business or technical justification as to why each is necessary.,"This requirement applies to all scripts loaded from the entity’s environment and scripts loaded from third and fourth parties. This requirement also applies to scripts in the entity’s webpage(s) that includes a TPSP’s/ payment processor’s embedded payment page/form (for example, one or more inline frames or iframes). This requirement does not apply to an entity for scripts in a TPSP’s/payment processor’s embedded payment page/form (for example, one or more iframes), where the entity includes a TPSP’s/payment processor’s payment page/form on its webpage. Scripts in the TPSP’s/payment processor’s embedded payment page/form are the responsibility of the TPSP/ payment processor to manage in accordance with this requirement. This requirement is a best practice until 31 March 2025, after which it will be required and must be fully considered during a PCI DSS assessment."
6.5,Changes to all system components are managed securely.,,
6.5.1,"Changes to all system components in the production environment are made according to established procedures that include: • Reason for, and description of, the change. • Documentation of security impact. • Documented change approval by authorized parties. • Testing to verify that the change does not adversely impact system security. • For bespoke and custom software changes, all updates are tested for compliance with Requirement 6.2.4 before being deployed into production. • Procedures to address failures and return to a secure state.",Examine documented change control procedures. ; Examine recent changes to system components and trace changes to change control documentation. ; Examine change control documentation.,
6.5.2,"Upon completion of a significant change, all applicable PCI DSS requirements are confirmed to be in place on all new or changed systems and networks, and documentation is significant changes.",Examine documentation for significant changes. ; Interview personnel. ; Observe the affected systems/networks.,These significant changes should also be captured and reflected in the entity’s annual PCI DSS scope confirmation activity per Requirement 12.5.2.
6.5.3,Pre-production environments are separated from production environments and the separation is enforced with access procedures.,Examine policies and procedures. ; Examine network documentation and configurations of network security controls. ; Examine access control settings.,
6.5.4,Roles and functions are separated between production and pre-production environments to provide accountability such that only reviewed and approved changes are deployed.,Examine policies and procedures. ; Observe processes. ; Interview personnel.,"In environments with limited personnel where individuals perform multiple roles or functions, this same goal can be achieved with additional procedural controls that provide accountability. For example, a developer may also be an administrator that uses an administrator -level account with elevated privileges in the development environment and, for their developer role, they use a separate account with user -level access to the production environment."
6.5.5,"Live PANs are not used in pre- production environments, except where those environments are included in the CDE and protected in accordance with all applicable PCI DSS procedures.",Examine policies and procedures. ; Observe testing processes. ; Interview personnel. ; Examine pre-production test data.,
6.5.6,Test data and test accounts are removed from system components before the system goes into production.,Examine policies and procedures. ; Observe testing processes for both off -the-shelf software and in-house applications. ; Interview personnel. ; Examine data and accounts for recently installed or updated off -the-shelf software and in-house applications. Implement Strong Access Control Measures Requirement 7: Restrict Access to System Components and Cardholder Data by Business Need to Know,
7.1,Processes and mechanisms for restricting access to system components and cardholder data by business need to know are defined and understood.,,
7.1.1,All security policies and operational procedures that are identified in Requirement 7 are: • Documented. • Kept up to date. • In use. • Known to all affected parties.,Examine documentation. ; Interview personnel.,
7.1.2,"Roles and responsibilities for performing activities in Requirement 7 are documented, assigned, and understood.",Interview responsible personnel. ; Examine documentation.,
7.2,Access to system components and data is appropriately defined and assigned.,,
7.2.1,"An access control model is defined and includes granting access as follows: • Appropriate access depending on the entity’s business and access needs. • Access to system components and data resources that is based on users’ job classification and functions. • The least privileges required (for example, user, administrator) to perform a job function.",Examine documented policies and procedures. ; Interview personnel. ; Examine access control model settings.,
7.2.2,"Access is assigned to users, including privileged users, based on: • Job classification and function. • Least privileges necessary to perform job responsibilities.","Examine policies and procedures. ; Examine user access settings, including for privileged users. ; Interview responsible management personnel. ; Interview personnel responsible for assigning access.",
7.2.3,Required privileges are approved by authorized personnel.,Examine user IDs and assigned privileges. ; Examine documented approvals. ; Examine policies and procedures.,
7.2.4,"All user accounts and related access privileges, including third-party/vendor accounts, are reviewed as follows: • At least once every six months. • To ensure user accounts and access remain appropriate based on job function. • Any inappropriate access is addressed. • Management acknowledges that access remains appropriate.",Examine policies and procedures. ; Interview responsible personnel. ; Examine documented results of periodic reviews of user accounts.,"This requirement applies to all user accounts and related access privileges, including those used by personnel and third parties/vendors, and accounts used to access third-party cloud services. See Requirements 7.2.5 and 7.2.5.1 and 8.6.1 through 8.6.3 for controls for application and system accounts. This requirement is a best practice until 31 March 2025, after which it will be required and must be fully considered during a PCI DSS assessment."
7.2.5,All application and system accounts and related access privileges are assigned and managed as follows: • Based on the least privileges necessary for the operability of the system or application. procedures.,Examine policies and procedures. ; Examine privileges associated with system and application accounts. ; Interview responsible personnel.,"This requirement is a best practice until 31 March 2025, after which it will be required and must be fully considered during a PCI DSS assessment ."
7.2.5.1,"All access by application and system accounts and related access privileges are reviewed as follows: • Periodically (at the frequency defined in the entity’s targeted risk analysis, which is performed according to all elements specified in Requirement 12.3.1). • The application/system access remains appropriate for the function being performed. • Any inappropriate access is addressed. • Management acknowledges that access remains appropriate.",Examine policies and procedures. ; Examine the targeted risk analysis. ; Interview responsible personnel. ; Examine documented results of periodic reviews of system and application accounts and related privileges.,"This requirement is a best practice until 31 March 2025, after which it will be required and must be fully considered during a PCI DSS assessment"
7.2.6,"All user access to query repositories of stored cardholder data is restricted as follows: • Via applications or other programmatic methods, with access and allowed actions based on user roles and least privileges. • Only the responsible administrator(s) can directly access procedures.",Examine policies and procedures. ; Interview personnel. ; Examine configuration settings for querying repositories of stored cardholder data.,This requirement applies to controls for user access to query repositories of stored cardholder data. See Requirements 7.2.5 and 7.2.5.1 and 8.6.1 through 8.6.3 for controls for application and system accounts.
7.3,Access to system components and data is managed via an access control system(s).,,
7.3.1,An access control system(s) is in place that restricts access documentation.,Examine vendor documentation. ; Examine configuration settings.,
7.3.2,"The access control system(s) is configured to enforce permissions assigned to individuals , applications , and documentation.",Examine vendor documentation. ; Examine configuration settings.,
7.3.3,The access control system(s) is set to “deny all” by default.,Examine configuration settings. Requirement 8: Identify Users and Authenticate Access to System Components ; Examine vendor documentation.,
8.1,Processes and mechanisms for identifying users and authenticating access to system components are defined and understood.,,
8.1.1,All security policies and operational procedures that are identified in Requirement 8 are: • Documented. • Kept up to date. • In use. • Known to all affected parties.,Examine documentation. ; Interview personnel.,
8.1.2,"Roles and responsibilities for performing activities in Requirement 8 are documented, assigned, and understood.",Interview responsible personnel. ; Examine documentation.,
8.2,User identification and related accounts for users and administrators are strictly managed throughout an account’s lifecycle.,,
8.2.1,All users are assigned a unique ID before access to system components or cardholder data is allowed.,Interview responsible personnel. ; Examine audit logs and other evidence.,This requirement is not intended to apply to user accounts within point -of-sale terminals that have access to only one card number at a time to facilitate a single transaction.
8.2.2,"Group, shared, or generic IDs, or other shared authentication credentials are only used when necessary on an exception basis, and are managed as follows: • ID use is prevented unless needed for an exceptional circumstance. • Use is limited to the time needed for the exceptional • Business justification for use is documented. • Use is explicitly approved by management. • Individual user identity is confirmed before access to an account is granted. applicable documentation.",Examine user account lists on system components and applicable documentation. ; Examine authentication policies and procedures. ; Interview system administrators.,This requirement is not intended to apply to user accounts within point -of-sale terminals that have access to only one card number at a time to facilitate a single transaction.
8.2.3,Additional requirement for service providers only,,
8.2.4,"Addition, deletion, and modification of user IDs, authentication factors, and other identifier objects are managed as follows: • Authorized with the appropriate approval. • Implemented with only the privileges specified on deletions).","Examine documented authorizations across various phases of the account lifecycle (additions, modifications, and deletions). ; Examine system settings.","This requirement applies to all user accounts, including employees, contractors, consultants, temporary workers, and third- party vendors."
8.2.5,Access for terminated users is immediately revoked. • Review current user access lists.,Interview responsible personnel. ; Examine information sources for terminated users.,
8.2.6,Inactive user accounts are removed or disabled within logon information.,Examine user accounts and last logon information. ; Interview responsible personnel.,
8.2.7,"Accounts used by third parties to access, support, or maintain system components via remote access are managed as follows: • Enabled only during the time period needed and disabled when not in use. • Use is monitored for unexpected activity.",Interview responsible personnel. ; Examine documentation for managing accounts. ; Examine evidence.,
8.2.8,If a user session has been idle for more than 15 settings.,Examine system configuration settings.,This requirement is not intended to apply to user accounts on point -of-sale terminals that have access to only one card number at a time to facilitate a single transaction. This requirement is not meant to prevent legitimate activities from being performed while the console/PC is unattended.
8.3,Strong authentication for users and administrators is established and managed.,,
8.3.1,"All user access to system components for users and administrators is authenticated via at least one of the following authentication factors : • Something you know, such as a password or passphrase. • Something you have, such as a token device or smart card. factor(s) used. • For each type of authentication factor used with each type of system component, observe the authentication process.",Examine documentation describing the authentication factor(s) used.,
8.3.2,Strong cryptography is used to render all authentication factors unreadable during transmission and storage on all system components.,Examine vendor documentation ; Examine system configuration settings. ; Examine repositories of authentication factors. ; Examine data transmissions.,
8.3.3,User identity is verified before modifying any authentication factor .,Observe security personnel. ; Examine procedures for modifying authentication factors.,
8.3.4,Invalid authentication attempts are limited by: • Locking out the user ID after not more than 10 attempts. settings.,Examine system configuration settings.,This requirement is not intended to apply to user accounts within point -of-sale terminals that have access to only one card number at a time to facilitate a single transaction
8.3.5,"If passwords/passphrases are used as authentication factors to meet Requirement 8.3.1, they are set and reset for each user as follows: • Set to a unique value for first -time use and upon reset. • Forced to be changed immediately after the first passwords/passphrases.",Examine procedures for setting and resetting passwords/passphrases. ; Observe security personnel.,
8.3.6,"If passwords/passphrases are used as authentication factors to meet Requirement 8.3.1, they meet the following minimum level of complexity: • A minimum length of 12 characters (or IF the system does not support 12 characters, a minimum length of eight characters). settings.",Examine system configuration settings.,"This requirement is not intended to apply to: • User accounts on point -of-sale terminals that have access to only one card number at a time to facilitate a single transaction. • Application or system accounts, which are governed by requirements in section 8.6. This requirement is a best practice until 31 March 2025, after which it will be required and must be fully considered during a PCI DSS assessment. Until 31 March 2025, passwords must be a minimum length of seven characters in accordance with PCI DSS v3.2.1 Requirement 8.2.3."
8.3.7,Individuals are not allowed to submit a new password/passphrase that is the same as any of the settings.,Examine system configuration settings.,This requirement is not intended to apply to user accounts within point -of-sale terminals that have access to only one card number at a time to facilitate a single transaction.
8.3.8,Authentication policies and procedures are documented and communicated to all users including: • Guidance on selecting strong authentication factors. • Guidance for how users should protect their • Instructions not to reuse previously used passwords/passphrases. • Instructions to change passwords/passphrases if there is any suspicion or knowledge that the password/passphrases have been compromised and how to report the incident.,Examine procedures. ; Interview personnel. • Review authentication policies and procedures that are distributed to users. ; Interview users.,
8.3.9,"If passwords/passphrases are used as the only authentication factor for user access (i.e., in any single- factor authentication implementation) then either: • Passwords/passphrases are changed at least once every 90 days, • The security posture of accounts is dynamically analyzed, and real -time access to resources is settings.",Inspect system configuration settings.,This requirement does not apply to in-scope system components where MFA is used . This requirement is not intended to apply to user accounts on point -of-sale terminals that have access to only one card number at a time to facilitate a single transaction. This requirement does not apply to service providers’ customer accounts but does apply to accounts for service provider personnel.
8.3.10,Additional requirement for service providers only,,
8.3.10.1,Additional requirement for service providers only,,
8.3.11,"Where authentication factors such as physical or logical security tokens, smart cards, or certificates are used: • Factors are assigned to an individual user and not shared among multiple users. and procedures.","Examine authentication policies and procedures. ; Interview security personnel. ; Examine system configuration settings and/or observe physical controls, as applicable.",
8.4,Multi -factor authentication (MFA) is implemented to secure access into the CDE.,,
8.4.1,MFA is implemented for all non -console access into the CDE for personnel with administrative access .,Examine network and/or system configurations. ; Observe administrator personnel logging into the CDE.,"The requirement for MFA for non -console administrative access applies to all personnel with elevated or increased privileges accessing the CDE via a non -console connection —that is, via logical access occurring over a network interface rather than via a direct, physical connection."
8.4.2,MFA is implemented for all non-console access into configurations.,Examine network and/or system configurations. ; Observe personnel logging in to the CDE. ; Examine evidence.,"This requirement does not apply to: • Application or system accounts performing automated functions. • User accounts on point -of-sale terminals that have access to only one card number at a time to facilitate a single transaction. • User accounts that are only authenticated with phishing -resistant authentication factors. MFA is required for both types of access specified in Requirements 8.4.2 and 8.4.3. Therefore, applying MFA to one type of access does not replace the need to apply another instance of MFA to the other type of access. If an individual first connects to the entity’s network via remote access, and then later initiates a connection into the CDE from within the network, per this requirement the individual would authenticate using MFA twice, once when connecting v ia remote access to the entity’s network and once when connecting from the entity’s network into the CDE. The MFA requirements apply for all types of system components, including cloud, hosted systems, and on-premises applications , network security devices, workstations, servers, and endpoints, and includes access directly to an entity’s networks or systems as well as web - based access to an application or function. MFA for access into the CDE can be implemented at the network or system/application level; it does not have to be applied at both levels. For example, if MFA is used when a user connects to the CDE network, it does not have to be used when the user logs into each system or application within the CDE. This requirement is a best practice until 31 March 2025, after which it will be required and must be fully considered during a PCI DSS assessment"
8.4.3,MFA is implemented for all remote access originating from outside the entity’s network that could access or servers and systems.,"Examine network and/or system configurations for remote access servers and systems. ; Observe personnel (for example, users and administrators) and third parties connecting remotely to the network.","The requirement for MFA for remote access originating from outside the entity’s network applies to all user accounts that can access the network remotely, where that remote access leads to or could lead to access into the CDE. This includes all remote access by personnel (users and administrators), and third parties (including, but not limited to, vendors, suppliers, service providers, and customers). If remote access is to a part of the entity’s network that is properly segmented from the CDE, such that remote users cannot access or impact the CDE, MFA for remote access to that part of the network is not required. However, MFA is required for any remote access to networks with access to the CDE and is recommended for all remote access to the entity’s networks. The MFA requirements apply for all types of system components, including cloud, hosted systems, and on-premises applications , network security devices, workstations, servers, and endpoints, and includes access directly to an entity’s networks or systems as well as web - based access to an application or function."
8.5,Multi -factor authentication (MFA) systems are configured to prevent misuse.,,
8.5.1,"MFA systems are implemented as follows: • The MFA system is not susceptible to replay attacks. • MFA systems cannot be bypassed by any users, including administrative users unless specifically documented, and authorized by management on an exception basis, for a limited time period. • At least two different types of authentication factors are used. documentation.",Examine vendor system documentation. ; Examine system configurations for the MFA implementation. ; Interview responsible personnel and observe processes. ; Observe personnel logging into system components in the CDE. ; Observe personnel connecting remotely from outside the entity’s network.,"This requirement is a best practice until 31 March 2025, after which it will be required and must be fully considered during a PCI DSS assessment."
8.6,Use of application and system accounts and associated authentication factors is strictly ma naged.,,
8.6.1,"If accounts used by systems or applications can be used for interactive login, they are managed as follows: • Interactive use is prevented unless needed for an exceptional circumstance. • Interactive use is limited to the time needed for the exceptional circumstance. • Business justification for interactive use is documented. • Interactive use is explicitly approved by management. • Individual user identity is confirmed before access to account is granted. • Every action taken is attributable to an individual interactive login.",Examine application and system accounts that can be used for interactive login. ; Interview administrative personnel.,"This requirement is a best practice until 31 March 2025, after which it will be required and must be fully considered during a PCI DSS assessment."
8.6.2,"Passwords/passphrases for any application and system accounts that can be used for interactive login are not hard coded in scripts, configuration/property files, or bespoke and custom source code.","Interview personnel. ; Examine system development procedures. ; Examine scripts, configuration/property files, and bespoke and custom source code for application and system accounts that can be used for interactive login.","Stored passwords/passphrases are required to be encrypted in accordance with PCI DSS Requirement 8.3.2. This requirement is a best practice until 31 March 2025, after which it will be required and must be fully considered during a PCI DSS assessment."
8.6.3,"Passwords/passphrases for any application and system accounts are protected against misuse as follows: • Passwords/passphrases are changed periodically (at the frequency defined in the entity’s targeted risk analysis, which is performed according to all elements specified in Requirement 12.3.1) and upon suspicion or confirmation of compromise. • Passwords/passphrases are constructed with sufficient complexity appropriate for how frequently procedures.",Examine policies and procedures. ; Examine the targeted risk analysis. ; Interview responsible personnel. ; Examine system configuration settings.,"This requirement is a best practice until 31 March 2025, after which it will be required and must be fully considered during a PCI DSS assessment. Requirement 9: Restrict Physical Access to Cardholder Data"
9.1,Processes and mechanisms for restricting physical access to cardholder data are defined and understood.,,
9.1.1,All security policies and operational procedures that are identified in Requirement 9 are: • Documented. • Kept up to date. • In use. • Known to all affected parties.,Examine documentation. ; Interview personnel.,
9.1.2,"Roles and responsibilities for performing activities in Requirement 9 are documented, assigned, and understood.",Examine documentation. ; Interview responsible personnel.,
9.2,Physical access controls manage entry into facilities and systems containing cardholder data.,,
9.2.1,Appropriate facility entry controls are in place to restrict physical access to systems in the CDE.,Observe physical entry controls. ; Interview responsible personnel.,This requirement does not apply to locations that are publicly accessible by consumers (cardholders).
9.2.1.1,Individual physical access to sensitive areas within the CDE is monitored with either video cameras or physical access control mechanisms (or both) as follows: • Entry and exit points to/from sensitive areas within the CDE are monitored. • Monitoring devices or mechanisms are protected from tampering or disabling. • Collected data is reviewed and correlated with other entries. occurs.,Observe locations where individual physical access to sensitive areas within the CDE occurs. ; Observe the physical access control mechanisms and/or examine video cameras. ; Interview responsible personnel.,
9.2.2,Physical and/or logical controls are implemented to restrict use of publicly accessible network jacks within the facility.,Interview responsible personnel. ; Observe locations of publicly accessible network jacks.,
9.2.3,"Physical access to wireless access points, gateways, networking/communications hardware, and telecommunication lines within the facility is restricted.",Interview responsible personnel. ; Observe locations of hardware and lines.,
9.2.4,Access to consoles in sensitive areas is restricted via locking when not in use.,Observe a system administrator’s attempt to log into consoles in sensitive areas.,
9.3,Physical access for personnel and visitors is authorized and managed.,,
9.3.1,"Procedures are implemented for authorizing and managing physical access of personnel to the CDE, including: • Identifying personnel. • Managing changes to an individual’s physical access requirements. • Revoking or terminating personnel identification. • Limiting access to the identification process or system to authorized personnel.","Examine documented procedures. ; Observe identification methods, such as ID badges. ; Observe processes.",
9.3.1.1,"Physical access to sensitive areas within the CDE for personnel is controlled as follows: • Access is authorized and based on individual job function. • Access is revoked immediately upon termination. • All physical access mechanisms, such as keys, access cards, etc., are returned or disabled upon areas within the CDE.",Observe personnel in sensitive areas within the CDE. ; Interview responsible personnel. ; Examine physical access control lists. ; Observe processes.,
9.3.2,"Procedures are implemented for authorizing and managing visitor access to the CDE, including: • Visitors are authorized before entering. • Visitors are escorted at all times. • Visitors are clearly identified and given a badge or other identification that expires. • Visitor badges or other identification visibly distinguishes visitors from personnel.",Examine documented procedures. ; Observe processes when visitors are present in the CDE. ; Interview personnel. ; Observe the use of visitor badges or other identification.,
9.3.3,Visitor badges or identification are surrendered or facility,Observe visitors leaving the facility ; Interview personnel.,
9.3.4,"Visitor logs are used to maintain a physical record of visitor activity both within the facility and within sensitive areas, including: • The visitor’s name and the organization represented. • The date and time of the visit. • The name of the personnel authorizing physical access. • Retaining the log for at least three months, unless otherwise restricted by law.",Examine the visitor logs. ; Interview responsible personnel. ; Examine visitor log storage locations.,
9.4,"Media with cardholder data is securely stored, accessed, distributed, and destroyed.",,
9.4.1,All media with cardholder data is physically secured.,Examine documentation.,
9.4.1.1,Offline media backups with cardholder data are stored in procedures.,Examine documented procedures. ; Examine logs or other documentation. ; Interview responsible personnel at the storge location(s).,
9.4.1.2,The security of the offline media backup location(s) with cardholder data is reviewed at least once every 12 documentation.,"Examine documented procedures, logs, or other documentation. ; Interview responsible personnel at the storage location(s).",
9.4.2,All media with cardholder data is classified in accordance with the sensitivity of the data.,Examine media logs or other documentation. ; Examine documented procedures.,
9.4.3,Media with cardholder data sent outside the facility is secured as follows: • Media sent outside the facility is logged. • Media is sent by secured courier or other delivery method that can be accurately tracked. • Offsite tracking logs include details about media location.,Examine documented procedures. ; Interview personnel. ; Examine records. ; Examine offsite tracking logs for all media.,
9.4.4,Management approves all media with cardholder data that is moved outside the facility (including when media procedures.,Examine documented procedures. ; Examine offsite media tracking logs. ; Interview responsible personnel.,"Individuals approving media movements should have the appropriate level of management authority to grant this approval. However, it is not specifically required that such individuals have “manager” as part of their title."
9.4.5,Inventory logs of all electronic media with cardholder procedures.,Examine documented procedures. ; Examine electronic media inventory logs. ; Interview responsible personnel.,
9.4.5.1,Inventories of electronic media with cardholder data are procedures.,Examine documented procedures. ; Examine electronic media inventory logs. ; Interview responsible personnel.,
9.4.6,"Hard -copy materials with cardholder data are destroyed when no longer needed for business or legal reasons, as follows: • Materials are cross -cut shredded, incinerated, or pulped so that cardholder data cannot be reconstructed. policy.",Examine the media destruction policy. ; Observe processes. ; Interview personnel. ; Observe storage containers.,"These requirements for media destruction when that media is no longer needed for business or legal reasons are separate and distinct from PCI DSS Requirement 3.2.1, which is for securely deleting cardholder data when no longer needed per the entity’s cardholder data retention policies."
9.4.7,Electronic media with cardholder data is destroyed when no longer needed for business or legal reasons via one of the following: • The electronic media is destroyed. • The cardholder data is rendered unrecoverable so policy.,Examine the media destruction policy. ; Observe the media destruction process. ; Interview responsible personnel.,"These requirements for media destruction when that media is no longer needed for business or legal reasons are separate and distinct from PCI DSS Requirement 3.2.1, which is for securely deleting cardholder data when no longer needed per the entity’s cardholder data retention policies."
9.5,Point -of-interaction (POI) devices are protected from tampering and unauthorized substitution.,,
9.5.1,"POI devices that capture payment card data via direct physical interaction with the payment card form factor are protected from tampering and unauthorized substitution, including the following: • Maintaining a list of POI devices. • Periodically inspecting POI devices to look for tampering or unauthorized substitution. • Training personnel to be aware of suspicious behavior and to report tampering or unauthorized and procedures.",Examine documented policies and procedures.,"These requirements apply to deployed POI devices used in card-present transactions (that is, a payment card form factor such as a card that is swiped, tapped, or dipped). These requirements do not apply to: • Components used only for manual PAN key entry. • Commercial off -the-shelf (COTS) devices (for example, smartphones or tablets), which are mobile merchant -owned devices designed for mass -market distribution."
9.5.1.1,"An up-to -date list of POI devices is maintained, including: • Make and model of the device. • Location of device. • Device serial number or other methods of unique identification.",Examine the list of POI devices. ; Observe POI devices and device locations. ; Interview personnel.,
9.5.1.2,POI device surfaces are periodically inspected to detect procedures.,Examine documented procedures. ; Interview responsible personnel. ; Observe inspection processes.,
9.5.1.2.1,"The frequency of periodic POI device inspections and the type of inspections performed is defined in the entity’s targeted risk analysis, which is performed according to all elements specified in Requirement 12.3.1.",Examine the targeted risk analysis. ; Examine documented results of periodic device inspections. ; Interview personnel.,"This requirement is a best practice until 31 March 2025, after which it will be required and must be fully considered during a PCI DSS assessment."
9.5.1.3,"Training is provided for personnel in POI environments to be aware of attempted tampering or replacement of POI devices, and includes:","Verifying the identity of any third-party persons claiming to be repair or maintenance personnel, before granting them access to modify or troubleshoot devices. • Procedures to ensure devices are not installed, replaced, or returned without verification. • Being aware of suspicious behavior around devices. • Reporting suspicious behavior and indications of device tampering or substitution to appropriate personnel. • Review training materials for personnel in POI environments. ; Interview responsible personnel. Regularly Monitor and Test Networks Requirement 10: Log and Monitor All Access to System Components and Cardholder Data",
10.1,Processes and mechanisms for logging and monitoring all access to system components and cardholder data are defined and understood.,,
10.1.1,All security policies and operational procedures that are identified in Requirement 10 are: • Documented. • Kept up to date. • In use. • Known to all affected parties.,Examine documentation. ; Interview personnel.,
10.1.2,"Roles and responsibilities for performing activities in Requirement 10 are documented, assigned, and understood.",Examine documentation. ; Interview responsible personnel.,
10.2,"Audit logs are implemented to support the detection of anomalies and suspicious activity, and the forensic analysis of events.",,
10.2.1,Audit logs are enabled and active for all system components and cardholder data.,Examine system configurations. ; Interview the system administrator.,
10.2.1.1,Audit logs capture all individual user access to cardholder data.,Examine audit log configurations. ; Examine audit log data.,
10.2.1.2,"Audit logs capture all actions taken by any individual with administrative access, including any interactive use of application or system accounts .",Examine audit log configurations. ; Examine audit log data.,
10.2.1.3,Audit logs capture all access to audit logs.,Examine audit log data. ; Examine audit log configurations.,
10.2.1.4,Audit logs capture all invalid logical access attempts.,Examine audit log configurations. ; Examine audit log data.,
10.2.1.5,"Audit logs capture all changes to identification and authentication credentials including, but not limited to: • Creation of new accounts . • Elevation of privileges. • All changes, additions, or deletions to accounts with administrative access .",Examine audit log configurations. ; Examine audit log data.,
10.2.1.6,"Audit logs capture the following: • All initialization of new audit logs, and • All starting, stopping, or pausing of the existing audit logs.",Examine audit log configurations. ; Examine audit log data.,
10.2.1.7,Audit logs capture all creation and deletion of system- level objects.,Examine audit log configurations. ; Examine audit log data.,
10.2.2,"Audit logs record the following details for each auditable event: • User identification. • Type of event. • Date and time. • Success and failure indication. • Origination of event. • Identity or name of affected data, system component, resource, or service (for example, name and protocol).",Interview responsible personnel. ; Examine audit log configurations. ; Examine audit log data.,
10.3,Audit logs are protected from destruction and unauthorized modifications.,,
10.3.1,Read access to audit logs files is limited to those with a job-related need.,Interview system administrators ; Examine system configurations and privileges.,
10.3.2,Audit log files are protected to prevent privileges.,Examine system configurations and privileges. ; Interview system administrators.,
10.3.3,"Audit log files, including those for external-facing technologies, are promptly backed up to a secure, central, internal log server(s) or other media that is difficult to modify.",Examine backup configurations or log files.,
10.3.4,File integrity monitoring or change-detection mechanisms is used on audit logs to ensure that existing log data cannot be changed without generating alerts.,Examine system settings. ; Examine monitored files. ; Examine results from monitoring activities.,
10.4,Audit logs are reviewed to identify anomalies or suspicious activity.,,
10.4.1,"The following audit logs are reviewed at least once daily: • All security events. • Logs of all system components that store, process, or transmit CHD and/or SAD. • Logs of all critical system components. • Logs of all servers and system components that perform security functions (for example, network security controls, intrusion-detection systems/intrusion -prevention systems (IDS/IPS), procedures.",Examine security policies and procedures. ; Observe processes. ; Interview personnel.,
10.4.1.1,Automated mechanisms are used to perform audit log reviews.,Examine log review mechanisms. ; Interview personnel.,"This requirement is a best practice until 31 March 2025, after which it will be required and must be fully considered during a PCI DSS assessment."
10.4.2,Logs of all other system components (those not specified in Requirement 10.4.1) are reviewed periodically.,Examine security policies and procedures. ; Examine documented results of log reviews. ; Interview personnel.,This requirement is applicable to all other in-scope system components not included in Requirement 10.4.1.
10.4.2.1,"The frequency of periodic log reviews for all other system components (not defined in Requirement 10.4.1) is defined in the entity’s targeted risk analysis, which is performed according to all elements specified in Requirement 12.3.1.",Examine the targeted risk analysis. ; Examine documented results of periodic log reviews. ; Interview personnel.,"This requirement is a best practice until 31 March 2025, after which it will be required and must be fully considered during a PCI DSS assessment."
10.4.3,Exceptions and anomalies identified during the review process are addressed.,Observe processes. ; Interview personnel. ; Examine security policies and procedures.,
10.5,Audit log history is retained and available for analysis.,,
10.5.1,"Retain audit log history for at least 12 months, with at least the most recent three months immediately retention policies and procedures.",Examine documented audit log retention policies and procedures. ; Examine configurations of audit log history. ; Examine audit logs. ; Interview personnel. ; Observe processes.,
10.6,Time -synchronization mechanisms support consistent time settings across all systems.,,
10.6.1,System clocks and time are synchronized using time-synchronization technology.,Examine system configuration settings.,Keeping time- synchronization technology current includes managing vulnerabilities and patching the technology according to PCI DSS Requirements 6.3.1 and 6.3.3.
10.6.2,"Systems are configured to the correct and consistent time as follows: • One or more designated time servers are in use. • Only the designated central time server(s) receives time from external sources. • Time received from external sources is based on International Atomic Time or Coordinated Universal Time (UTC). • The designated time server(s) accept time updates only from specific industry -accepted • Where there is more than one designated time server, the time servers peer with one another to keep accurate time. • Internal systems receive time information only from designated central time server(s).","Examine system configuration settings for acquiring, distributing, and storing the correct time.",
10.6.3,Time synchronization settings and data are protected as follows: • Access to time data is restricted to only personnel with a business need. logs.,Examine system configurations and time-synchronization settings and logs. ; Observe processes.,
10.7,"Failures of critical security control systems are detected, reported, and responded to promptly.",,
10.7.1,Additional requirement for service providers only,,
