req_num,text,tests,guidance
3.7.5,"Os procedimentos das políticas de gerenciamento de chaves são implementados para incluir a retirada, substituição ou destruição das chaves usadas para proteger os dados armazenados da conta, conforme considerado necessário quando: • A chave atingiu o fim de seu criptoperíodo definido. • A integridade da chave foi enfraquecida, inclusive quando o pessoal com conhecimento de um componente chave de texto não criptografado deixa a empresa ou a função para a qual o componente chave era conhecido. • A chave é suspeita ou conhecida por estar comprometida. gerenciamento de chaves.","Examine as políticas e procedimentos documentados de gerenciamento de chaves. ; Entreviste o pessoal. Observações de Aplicabilidade Se as chaves criptográficas retiradas ou substituídas precisarem ser retidas, essas chaves devem ser arquivadas com segurança (por exemplo, usando uma chave de criptografia de chave). Requisito do PCI DSS Teste Esperado Resposta♦ Implementado Implementado com Não Aplicável Não Testado Não Implementado",
3.7.6,"Onde as operações manuais de gerenciamento de chaves criptográficas em texto não criptografado são realizadas por pessoal, as políticas e procedimentos gerenciamento de chaves. • De acordo com a ISO 19592 ou padrão da indústria equivalente para geração de compartilhamentos de chave secreta.","Examine as políticas e procedimentos documentados de gerenciamento de chaves. ; Entreviste o pessoal. ; Observe os processos. Observações de Aplicabilidade Esse controle é aplicável para operações manuais de gerenciamento de chaves ou onde o gerenciamento de chaves . Uma chave criptográfica que é dividida simplesmente em duas partes não atende a esse requisito. Chaves secretas ou privadas armazenadas como componentes -chave ou compartilhamentos de chaves devem ser geradas por meio de um dos seguintes: • Usando um gerador de número aleatório aprovado e dentro de um dispositivo criptográfico seguro (SCD), como um módulo de segurança de hardware (HSM) ou dispositivo de ponto de interação aprovado pelo PTS,",
3.7.7,As políticas e procedimentos de gerenciamento de chaves são implementados para incluir a prevenção da substituição não autorizada de chaves gerenciamento de chaves.,Examine as políticas e procedimentos documentados de gerenciamento de chaves. ; Entreviste o pessoal. ; Observe os processos.,
3.7.8,As políticas e procedimentos de gerenciamento de chaves são implementados para incluir que os custodiantes das chaves criptográficas reconheçam formalmente (por escrito ou eletronicamente) que compreendem e aceitam suas responsabilidades de gerenciamento de chaves. • Revise a documentação ou outras evidências de reconhecimentos do custodiante principal.,Examine as políticas e procedimentos documentados de gerenciamento de chaves.,
3.7.9,Requisito adicional apenas para prestadores de serviços. Requisito 4: Proteger os Dados do Titular do Cartão com Criptografia Forte Durante a Transmissão em Redes Públicas Abertas Requisito do PCI DSS Teste Esperado Resposta♦ Implementado Implementado com CCW Não Aplicável Não Testado Não,,
4.1,Processos e mecanismos para proteger os dados do titular do cartão com criptografia forte durante a transmissão em redes públicas abertas são definidos e entendidos.,,
4.1.1,Todas as políticas e processos operacionais identificados no Requisito 4 estão: • Documentadas. • Atualizadas. • Em uso. • De conhecimento de todas as partes afetadas.,Examine a documentação. ; Entreviste o pessoal.,
4.1.2,"As funções e responsabilidades para a execução de atividades no Requisito 4 são documentadas, atribuídas e compreendidas.",Examine a documentação. ; Entreviste o pessoal responsável. Requisito do PCI DSS Teste Esperado Resposta♦ Implementado Implementado com Não Aplicável Não Testado Não Implementado,
4.2,O PAN é protegido com criptografia forte durante a transmissão .,,
4.2.1,Fortes protocolos de criptografia e segurança são implementados da seguinte forma para proteger o PAN durante a transmissão em redes públicas abertas: • Somente chaves e certificados confiáveis são aceitos.,"Examine as políticas e procedimentos documentados. ; Entreviste o pessoal. ; Examine as configurações do sistema. ; Examine as transmissões de dados do titular do cartão. ; Examine as chaves e os certificados. • Os certificados usados para proteger o PAN durante a transmissão em redes públicas abertas são confirmados como válidos e não expiraram ou foram revogados. Este marcador é uma prática recomendada até sua data efetiva; consulte as notas de aplicabilidade abaixo para obter detalhes. • O protocolo em uso oferece suporte apenas a versões ou configurações seguras e não oferece suporte a falhas ou uso de versões, algoritmos, tamanhos de chave ou implementações inseguros. • A força da criptografia é apropriada para a metodologia de criptografia em uso. Observações de Aplicabilidade Um certificado autoassinado também pode ser aceitável se o certificado for emitido por um CA interno da organização, o autor do certificado for confirmado e o certificado for verificado - por exemplo, por meio de hash ou assinatura - e não tiver expirado. O item acima (para confirmar que os certificados usados para proteger o PAN durante a transmissão em redes públicas abertas são válidos e não expiraram ou foram revogados) é uma prática recomendada até 31 de março de 2025, após a qual será exigido como parte do Requisito 4.2.1 e deve ser totalmente considerado durante uma avaliação do PCI DSS. Requisito do PCI DSS Teste Esperado Resposta♦ Implementado Implementado com Não Aplicável Não Testado Não Implementado",
4.2.1.1,Um inventário das chaves e certificados confiáveis da entidade usados para proteger o PAN durante a procedimentos documentados.,"Examine as políticas e procedimentos documentados. ; Examine o inventário de chaves e certificados confiáveis. Observações de Aplicabilidade Este requisito é uma prática recomendada até 31 de março de 2025, após o qual será exigido e deve ser totalmente considerado durante uma avaliação do PCI DSS.",
4.2.1.2,As redes wireless que transmitem PAN ou conectadas ao CDE usam as práticas recomendadas da indústria para implementar criptografia forte para autenticação sistema.,Examine as configurações do sistema.,
4.2.2,O PAN é protegido por criptografia forte sempre que enviado por meio de tecnologias de mensagens do usuário final.,"Examine as configurações do sistema e a documentação do fornecedor. Observações de Aplicabilidade Este requisito também se aplica se um cliente, ou outro terceiro, solicitar que o PAN seja enviado a eles por meio de tecnologias de mensagens do usuário final. Pode haver ocorrências em que uma entidade receba dados não solicitados do titular do cartão por meio de um canal de comunicação inseguro que não se destina à transmissão de dados confidenciais. Nessa situação, a entidade pode escolher incluir o canal no escopo de seu CDE e protegê-lo de acordo com o PCI DSS ou excluir os dados do titular do cartão e implementar medidas para evitar que o canal seja usado para os dados do titular do cartão. Manter um Programa de Gestão de Vulnerabilidade Requisito 5: Protege r Todos os Sistemas e Redes de Software Malicioso Requisito do PCI DSS Teste Esperado Resposta♦ Implementado Implementado com Não Aplicável Não Testado Não Implementado ; Examine as políticas e procedimentos documentados.",
5.1,Processos e mecanismos para proteger todos os sistemas e redes de software malicioso são definidos e compreendidos.,,
5.1.1,Todas as políticas e processos operacionais identificados no Requisito 5 estão: • Documentadas. • Atualizadas. • Em uso. • De conhecimento de todas as partes afetadas.,Examine a documentação. ; Entreviste o pessoal.,
5.1.2,"As funções e responsabilidades para a execução de atividades no Requisito 5 são documentadas, atribuídas e compreendidas.",Entreviste o pessoal responsável. ; Examine a documentação.,
5.2,O software malicioso (malware) é evitado ou detectado e corrigido.,,
5.2.1,"Uma(s) solução(ões) antimalware é(são) implantada em todos os componentes do sistema, exceto para os componentes do sistema identificados em avaliações periódicas de acordo com o Requisito 5.2.3, que conclui que os componentes do sistema não correm risco de malware.",Examine os componentes do sistema . ; Examine as avaliações periódicas.,
5.2.2,A(s) solução(ões) antimalware implantada(s): • Detecta todos os tipos conhecidos de malware. fornecedor.,Examine a documentação do fornecedor. ; Examine as configurações do sistema. Requisito do PCI DSS Teste Esperado Resposta♦ Implementado Implementado com Não Aplicável Não Testado Não Implementado,
5.2.3,Quaisquer componentes do sistema que não estejam em risco de malware são avaliados periodicamente para incluir o seguinte: • Uma lista documentada de todos os componentes do sistema que não correm risco de malware. • Identificação e avaliação de ameaças de malware em evolução para esses componentes do sistema. • Confirmação se esses componentes do sistema continuam a não exigir proteção antimalware.,Examine as políticas e procedimentos documentados. ; Entreviste o pessoal. ; Examine a lista de componentes do sistema sem risco de malware e compare com os componentes do sistema sem uma solução antimalware implantada. Observações de Aplicabilidade Os componentes do sistema cobertos por este requisito são aqueles para os quais não há solução antimalware implantada de acordo com o Requisito 5.2.1.,
5.2.3.1,"A frequência das avaliações periódicas dos componentes do sistema identificados como sem risco de malware é definida na análise de risco direcionada da entidade, que é realizada de acordo com todos os elementos especificados no Requisito 12.3.1.","Examine a análise de risco direcionada. ; Examine os resultados documentados das avaliações periódicas. ; Entreviste o pessoal. Observações de Aplicabilidade Este requisito é uma prática recomendada até 31 de março de 2025, após o qual será exigido e deve ser totalmente considerado durante uma avaliação do PCI DSS. Requisito do PCI DSS Teste Esperado Resposta♦ Implementado Implementado com Não Aplicável Não Testado Não Implementado",
5.3,"Os mecanismos e processos antimalware são ativos, mantidos e monitorados.",,
5.3.1,As soluções antimalware são mantidas atualizadas qualquer instalação mestre.,"Examine as configurações da(s) solução(ões) antimalware, incluindo qualquer instalação mestre. ; Examine os componentes e registros do sistema",
5.3.2,A(s) solução(ões) antimalware: • Executa(m) varreduras periódicas e varreduras ativas ou em tempo real qualquer instalação mestre.,"Examine as configurações da(s) solução(ões) antimalware, incluindo qualquer instalação mestre. ; Examine os componentes do sistema ; Examine os registros e varre os resultados.",
5.3.2.1,"Se varreduras de malware periódicas são realizadas para atender ao Requisito 5.3.2, a frequência das varreduras é definida na análise de risco direcionada da entidade, que é realizada de acordo com todos os elementos especificados no Requisito 12.3.1.","Examine a análise de risco direcionada. ; Examine os resultados documentados de varreduras periódicas de malware. ; Entreviste o pessoal. Observações de Aplicabilidade Este requisito se aplica a entidades que realizam varreduras periódicas de malware para atender ao Requisito 5.3.2. Este requisito é uma prática recomendada até 31 de março de 2025, após o qual será exigido e deve ser totalmente considerado durante uma avaliação do PCI DSS. Requisito do PCI DSS Teste Esperado Resposta♦ Implementado Implementado com Não Aplicável Não Testado Não Implementado",
5.3.3,"Para mídia eletrônica removível, a(s) solução(ões) antimalware: • Executa(m) varreduras automáticas de quando a mídia é inserida, conectada ou montada logicamente, • Realiza(m) análise comportamental contínua de sistemas ou processos quando a mídia é inserida, conectada ou montada logicamente.","Examine as configurações da(s) solução(ões) antimalware. ; Examine os componentes do sistema com mídia eletrônica removível. ; Examine os registros e varre os resultados. Observações de Aplicabilidade Este requisito é uma prática recomendada até 31 de março de 2025, após o qual será exigido e deve ser totalmente considerado durante uma avaliação do PCI DSS.",
5.3.4,Os registros de auditoria da(s) solução(ões) antimalware são habilitados e retidos de acordo com o Requisito 10.5.1.,Examine as configurações da(s) solução(ões) antimalware.,
5.3.5,"Os mecanismos antimalware não podem ser desabilitados ou alterados pelos usuários, salvo se especificamente documentados e autorizados pela administração, caso a caso, por um período de tempo limitado.","Examine as configurações antimalware. ; Observe os processos. ; Entreviste o pessoal responsável. Observações de Aplicabilidade As soluções antimalware podem ser temporariamente desativadas somente se houver uma necessidade técnica legítima, conforme autorizado pela administração caso a caso. Se a proteção antimalware precisar ser desabilitada para uma finalidade específica, ela deverá ser formalmente autorizada. Medidas de segurança adicionais também podem precis ar ser implementadas durante o período em que a proteção antimalware não estiver ativa. Requisito do PCI DSS Teste Esperado Resposta♦ Implementado Implementado com Não Aplicável Não Testado Não Implementado",
5.4,Os mecanismos antiphishing protegem os usuários contra ataques de phishing.,,
5.4.1,Processos e mecanismos automatizados estão em vigor para detectar e proteger o pessoal contra implementados.,"Observe os processos implementados. ; Examine os mecanismos. Observações de Aplicabilidade O foco deste requisito é proteger a equipe com acesso aos componentes do sistema no escopo do PCI DSS. Atender a este requisito de controles técnicos e automatizados para detectar e proteger o pessoal contra phishing não é o mesmo que o Requisito 12.6.3.1 para treinamento de conscientização de segurança. Atender a esse requisito também não atende ao requisito de fornecer treinamento de conscientização de segurança ao pessoal e vice- versa. Este requisito é uma prática recomendada até 31 de março de 2025, após o qual será exigido e deve ser totalmente considerado durante uma avaliação do PCI DSS. Requisito 6: Desenvolver e Manter Sistemas e Software Seguros Requisito do PCI DSS Teste Esperado Resposta♦ Implementado Implementado com Não Aplicável Não Testado Não Implementado",
6.1,Os processos e mecanismos para instalar e manter os controles de segurança da rede são definidos e compreendidos.,,
6.1.1,Todas as políticas e processos operacionais identificados no Requisito 6 estão: • Documentadas. • Atualizadas. • Em uso. • De conhecimento de todas as partes afetadas.,Examine a documentação. ; Entreviste o pessoal.,
6.1.2,"As funções e responsabilidades para a execução de atividades no Requisito 6 são documentadas, atribuídas e compreendidas.",Examine a documentação. ; Entreviste o pessoal responsável.,
6.2,O software personalizado e sob medida são desenvolvidos com segurança.,,
6.2.1,"Softwares sob medida e personalizados são desenvolvidos com segurança, da seguinte forma: • Com base nos padrões da indústria e/ou nas práticas recomendadas para desenvolvimento seguro. • De acordo com o PCI DSS (por exemplo, autenticação segura e registro). • Incorporando a consideração de questões de segurança da informação durante cada estágio do documentados. Observações de Aplicabilidade Isso se aplica a todos os softwares desenvolvidos para ou pela entidade para uso próprio da entidade. Inclui software sob medida e personalizado. Não se aplica a software de terceiros. Requisito do PCI DSS Teste Esperado Resposta♦ Implementado Implementado com CCW Não Aplicável Não Testado Não",Examine os procedimentos de desenvolvimento de software documentados.,
6.2.2,"A equipe de desenvolvimento de software que trabalha com software sob medida e personalizado é treinada pelo menos uma vez a cada 12 meses da seguinte forma: • Sobre segurança de software relevante para suas funções de trabalho e linguagens de desenvolvimento. • Incluindo design de software seguro e técnicas de codificação seguras. • Incluindo, se ferramentas de teste de segurança são usadas, como usar as ferramentas para detectar documentados.","Examine os procedimentos de desenvolvimento de software documentados. ; Examine os registros de treinamento. ; Entreviste o pessoal. Observações de Aplicabilidade A equipe de desenvolvimento de software continua bem informada sobre as práticas seguras de desenvolvimento; segurança de software; e ataques contra as linguagens, estruturas ou aplicativos que eles desenvolvem. O pessoal pode ter acesso a assistência e orientação quando necessário. Requisito do PCI DSS Teste Esperado Resposta♦ Implementado Implementado com Não Aplicável Não Testado Não Implementado",
6.2.3,"O software personalizado e sob medida é revisado antes de ser lançado em produção ou para os clientes, para identificar e corrigir vulnerabilidades de codificação em potencial, como segue: • As revisões de código garantem que o código seja desenvolvido de acordo com as diretrizes de codificação seguras. • As revisões de código procuram vulnerabilidades de softwares existentes e emergentes. • As correções apropriadas são implementadas antes documentados.","Examine os procedimentos de desenvolvimento de software documentados. ; Entreviste o pessoal responsável. ; Examine as evidências de mudanças em software sob medida e personalizado. Observações de Aplicabilidade Este requisito para revisões de código se aplica a todos os softwares sob medida e personalizados (internos e públicos), como parte do ciclo de vida de desenvolvimento do sistema. Os aplicativos da Web voltados para o público também estão sujeitos a controles adicionais para lidar com ameaças e vulnerabilidades contínuas após a implementação, conforme definido no Requisito 6.4 do PCI DSS. As revisões de código podem ser realizadas usando processos manuais ou automatizados ou uma combinação de ambos. Requisito do PCI DSS Teste Esperado Resposta♦ Implementado Implementado com Não Aplicável Não Testado Não Implementado 6.2.3.1 Se as revisões manuais de código forem realizadas para software sob medida e personalizados antes da liberação para produção, as mudanças de código são: • Revisados por pessoas que não sejam o autor do código de origem e que tenham conhecimento sobre técnicas de revisão de código e práticas seguras de codificação. • Revisados e aprovados pela administração antes do lançamento. • Examine os procedimentos de desenvolvimento de software documentados. ; Examine as evidências de mudanças em software sob medida e personalizado. Observações de Aplicabilidade As revisões manuais de código podem ser conduzidas por pessoal interno ou terceirizado experiente. Um indivíduo que recebeu formalmente a responsabilidade pelo controle de liberação e que não é o autor do código original e nem o revisor do código atende aos critérios de gerenciamento.",
6.2.4,"Técnicas de engenharia de software ou outros métodos são definidos e usados pelo pessoal de desenvolvimento de software para prevenir ou mitigar ataques de softwares comuns e vulnerabilidades relacionadas em software sob medida e personalizado, incluindo, mas não limitado ao seguinte: • Ataques de injeção, incluindo SQL, LDAP, XPath ou outro comando, parâmetro, objeto, falha ou falhas documentados.","Examine os procedimentos documentados. ; Entreviste o pessoal responsável pelo desenvolvimento de software. ` • Ataques a dados e estruturas de dados, incluindo tentativas de manipular buffers, ponteiros, dados de entrada ou dados compartilhados. • Ataques ao uso de criptografia, incluindo tentativas de explorar implementações criptográficas fracas, inseguras ou inadequadas, algoritmos, conjuntos de criptografia ou modos de operação. (continuação) Requisito do PCI DSS Teste Esperado Resposta♦ Implementado Implementado com Não Aplicável Não Testado Não Implementado • Ataques à lógica de negócios, incluindo tentativas de abusar ou ignorar recursos e funcionalidades do aplicativo por meio da manipulação de APIs, protocolos e canais de comunicação, funcionalidade do lado do cliente ou outras funções e recursos do sistema/aplicativo. Isso inclui scripts entre sites (XSS) e falsificação de solicitações entre sites (CSRF). • Ataques a mecanismos de controle de acesso, incluindo tentativas de contornar ou abusar de mecanismos de identificação, autenticação ou autorização, ou tentativas de explorar fraquezas na implementação de tais mecanismos. • Ataques por meio de qualquer vulnerabilidade de “alto risco” identificada no processo de identificação de vulnerabilidade, conforme definido no Requisito 6.3.1. Observações de Aplicabilidade Isso se aplica a todos os softwares desenvolvidos para ou pela entidade para uso próprio da entidade. Inclui software sob medida e personalizado. Não se aplica a software de terceiros. Requisito do PCI DSS Teste Esperado Resposta♦ Implementado Implementado com Não Aplicável Não Testado Não Implementado",
6.3,"Vulnerabilidades de segurança são identificadas e tratadas. 6.3.1 As vulnerabilidades de segurança são identificadas e gerenciadas da seguinte forma: • Novas vulnerabilidades de segurança são identificadas usando fontes reconhecidas pelo setor para informações de vulnerabilidade de segurança, incluindo alertas de equipes de resposta a emergências de computador (CERTs) internacionais e nacionais. • As vulnerabilidades são atribuídas a uma classificação de risco com base nas práticas recomendadas do setor e na consideração do impacto potencial. • As classificações de risco identificam, no mínimo, todas as vulnerabilidades consideradas de alto risco ou críticas para o ambiente. • Vulnerabilidades para software sob medida e procedimentos.","Examine as políticas e os procedimentos. ; Entreviste o pessoal responsável. ; Examine a documentação. ; Observe os processos. Observações de Aplicabilidade Este requisito não é atendido por, e é além da realização das varreduras de vulnerabilidade em conformidade com os Requisitos 11.3.1 e 11.3.2. Esse requisito é para um processo monitorar ativamente as fontes de mercado de informações de vulnerabilidade e para a entidade determinar a classificação de risco a ser associada a cada vulnerabilidade.",
6.3.2,Um inventário de software sob medida e personalizado e componentes de software de terceiros incorporados ao software sob medida e personalizado é mantido para facilitar o gerenciamento de vulnerabilidades e patches.,"Examine a documentação. ; Entreviste o pessoal. Observações de Aplicabilidade Este requisito é uma prática recomendada até 31 de março de 2025, após o qual será exigido e deve ser totalmente considerado durante uma avaliação do PCI DSS. Requisito do PCI DSS Teste Esperado Resposta♦ Implementado Implementado com Não Aplicável Não Testado Não Implementado",
6.3.3,"Todos os componentes do sistema são protegidos contra vulnerabilidades conhecidas, instalando patches/atualizações de segurança aplicáveis da seguinte forma: • Patches/atualizações para as vulnerabilidades críticas (identificados de acordo com o processo de classificação de risco no Requisito 6.3.1) serão instalados dentro de um mês de sua liberação. • Todos os outros patches/atualizações de segurança aplicáveis são instalados dentro de um período de tempo apropriado, conforme determinado pela avaliação da entidade da criticidade do risco para o meio ambiente, conforme identificado de acordo com o processo de classificação de risco no procedimentos.",Examine as políticas e os procedimentos. ; Examine os componentes do sistema e o software relacionado. • Compare a lista de patches de segurança instalados com as listas de patches de fornecedores recentes. Requisito do PCI DSS Teste Esperado Resposta♦ Implementado Implementado com Não Aplicável Não Testado Não Implementado,
6.4,Os aplicativos da web voltados para o público são protegidos contra ataques.,,
6.4.1,"Para aplicativos da web voltados para o público, novas ameaças e vulnerabilidades são abordadas continuamente e esses aplicativos são protegidos contra ataques conhecidos da seguinte forma: • Revisão de aplicativos da web voltados para o público por meio de ferramentas ou métodos manuais ou automatizados de avaliação de segurança de vulnerabilidade de aplicativos da seguinte maneira: – Pelo menos uma vez a cada 12 meses e após mudanças significativas. – Por uma entidade especializada em segurança de aplicativos. – Incluindo, no mínimo, todos os ataques de softwares comuns no Requisito 6.2.4. – Todas as vulnerabilidades são classificadas de acordo com o Requisito 6.3.1. – Todas as vulnerabilidades são corrigidas. – A aplicação é reavaliada após as correções • Instalação de solução(ões) técnicas automatizada(s) que continuamente detecta(m) e evita(m) ataques baseados na web da seguinte maneira: – Instalado na frente de aplicativos da Web voltados para o público para detectar e impedir ataques baseados na Web. – Ativamente em execução e atualizado conforme aplicável. – Gerando registros de auditoria. – Configurado para bloquear ataques baseados na web ou gerar um alerta que é investigado imediatamente. (continuação)","Examine os processos documentados. ; Entreviste o pessoal. ; Examine os registros de avaliações de segurança de aplicativos ; Examine as definições de configuração do sistema e os registros de auditoria. Requisito do PCI DSS Teste Esperado Resposta♦ Implementado Implementado com Não Aplicável Não Testado Não Implementado Observações de Aplicabilidade Esta avaliação não é igual às varreduras de vulnerabilidade realizadas para os Requisitos 11.3.1 e 11.3.2. Este requisito será substituído pelo Requisito 6.4.2 após 31 de março de 2025, quando o Requisito 6.4.2 entrar em vigor.",
6.4.2,"Para aplicativos da web voltados para o público, é implantada uma solução técnica automatizada que detecta e evita continuamente ataques baseados na web, com pelo menos o seguinte: • É instalado na frente de aplicativos da web voltados para o público e está configurado para detectar e prevenir ataques baseados na web. • Ativamente em execução e atualizado conforme aplicável. • Gerando registros de auditoria. • Configurado para bloquear ataques baseados na web ou gerar um alerta que é investigado imediatamente.","Examine as definições de configuração do sistema. ; Examine os registros de auditoria. ; Entreviste o pessoal responsável. Observações de Aplicabilidade Este novo requisito substituirá o Requisito 6.4.1 assim que sua data de vigência for atingida. Este requisito é uma prática recomendada até 31 de março de 2025, após o qual será exigido e deve ser totalmente considerado durante uma avaliação do PCI DSS. Requisito do PCI DSS Teste Esperado Resposta♦ Implementado Implementado com Não Aplicável Não Testado Não Implementado",
6.4.3,Todos os scripts da página de pagamento que são carregados e executados no navegador do consumidor são gerenciados da seguinte forma: • Um método é implementado para confirmar que cada script está autorizado.,"Examine as políticas e os procedimentos. ; Entreviste o pessoal responsável. ; Examine os registros de inventário. ; Examine as configurações do sistema. • Um método é implementado para garantir a integridade de cada script. • Um inventário de todos os scripts é mantido com a justificativa de negócio ou técnica por escrito de porque cada um é necessário. Observações de Aplicabilidade Este requisito se aplica a todos os scripts carregados do ambiente da entidade e scripts carregados de terceiros e terceiros indiretos. Este requisito também se aplica a scripts na(s) página(s) da web da entidade que incluam uma página/formulário de pagamento incorporado de um TPSP/processador de pagamento (por exemplo, um ou mais frames ou iframes inline). Este requisito não se aplica a uma entidade para scripts em uma página/formulário de pagamento incorporado de um TPSP/processador de pagamento (por exemplo, um ou mais iframes), onde a entidade inclui uma página/formulário de pagamento de um TPSP/processador de pagamento em sua página da web. Os scripts na página/formulário de pagamento incorporado do TPSP/processador de pagamento são de responsabilidade do TPSP/processador de pagamento para serem gerenciados de acordo com este requisito. Este requisito é uma prática recomendada até 31 de março de 2025, após o qual será exigido e deve ser totalmente considerado durante uma avaliação do PCI DSS. Requisito do PCI DSS Teste Esperado Resposta♦ Implementado Implementado com Não Aplicável Não Testado Não Implementado",
6.5,Mudanças em todos os componentes do sistema são administrados com segurança.,,
6.5.1,"As mudanças em todos os componentes do sistema no ambiente de produção são feitas de acordo com os procedimentos estabelecidos que incluem: • Motivo e descrição da mudança. • Documentação do impacto de segurança. • Aprovação de mudança documentada por partes autorizadas. • Teste para verificar se a mudança não afeta negativamente a segurança do sistema. • Para mudanças de software sob medida e personalizadas, todas as atualizações são testadas quanto à conformidade com o Requisito 6.2.4 antes de serem implantadas em produção. documentados.",Examine os procedimentos de controle de mudanças documentados. ; Examine as mudanças recentes nos componentes do sistema e rastreie as alterações na documentação de controle de mudanças. ; Examine a documentação de controle de mudanças.,
6.5.2,"Após a conclusão de uma mudanças significativa, todos os requisitos aplicáveis do PCI DSS são confirmados em vigor em todos os sistemas e redes novos ou mudados, e a documentação é atualizada conforme mudanças significativas.",Examine a documentação para mudanças significativas. ; Entreviste o pessoal. ; Observe os sistemas/redes afetados. Observações de Aplicabilidade Essas mudanças significativas também devem ser capturadas e refletidas na atividade anual de confirmação do escopo do PCI DSS da entidade de acordo com o Requisito 12.5.2.,
6.5.3,Os ambientes de pré-produção são separados dos ambientes de produção e a separação é aplicada com procedimentos.,Examine as políticas e os procedimentos. ; Examine a documentação da rede e as configurações dos controles de segurança da rede. ; Examine as configurações de controle de acesso. Requisito do PCI DSS Teste Esperado Resposta♦ Implementado Implementado com Não Aplicável Não Testado Não Implementado,
6.5.4,Os papeis e funções são separadas entre os ambientes de produção e pré-produção para fornecer responsabilidade de modo que apenas as mudanças revisadas e aprovadas sejam implantadas.,"Examine as políticas e os procedimentos. ; Observe os processos. ; Entreviste o pessoal. Observações de Aplicabilidade Em ambientes com pessoal limitado, onde os indivíduos desempenham vários papeis ou funções, esse mesmo objetivo pode ser alcançado com controles de procedimento adicionais que fornecem responsabilidade. Por exemplo, um desenvolvedor também pode ser um administrador que usa uma conta de nível de administrador com privilégios elevados no ambiente de desenvolvimento e, para sua função de desenvolvedor, usa uma conta separada com acesso de nível de usuário ao ambiente de produção.",
6.5.5,"Os PANs dinâmicos não são usados em ambientes de pré-produção, exceto onde esses ambientes estão incluídos no CDE e protegidos de acordo com todos os procedimentos.",Examine as políticas e os procedimentos. ; Observe os processos de teste. ; Entreviste o pessoal. ; Examine os dados de teste de pré- produção.,
6.5.6,Os dados e as contas de teste são removidos dos componentes do sistema antes que o sistema entre em produção.,Examine as políticas e os procedimentos. ; Observe os processos de teste para software de prateleira e aplicativos internos. ; Entreviste o pessoal. ; Examine dados e contas para softwares de prateleira instalados ou atualizados recentemente e aplicativos internos. Implementar Medidas Fortes de Controle de Acesso Requisito 7: Restringir o Acesso aos Componentes do Sistema e aos Dados do Titular do Cartão por Necessidade de Conhecimento da Empresa Requisito do PCI DSS Teste Esperado Resposta♦ Implementado Implementado com Não Aplicável Não Testado Não Implementado,
7.1,Processos e mecanismos para restringir o acesso aos componentes do sistema e dados do titular do cartão por necessidade de ne gócios são definidos e compreendidos.,,
7.1.1,Todas as políticas e processos operacionais identificados no Requisito 7 estão: • Documentadas. • Atualizadas. • Em uso. • De conhecimento de todas as partes afetadas.,Examine a documentação. ; Entreviste o pessoal.,
7.1.2,"As funções e responsabilidades para a execução de atividades no Requisito 7 são documentadas, atribuídas e compreendidas.",Examine a documentação. ; Entreviste o pessoal responsável. Requisito do PCI DSS Teste Esperado Resposta♦ Implementado Implementado com Não Aplicável Não Testado Não Implementado,
7.2,O acesso aos componentes e dados do sistema é definido e atribuído apropriadamente.,,
7.2.1,"Um modelo de controle de acesso é definido e inclui a concessão de acesso da seguinte forma: • Acesso apropriado dependendo do negócio da entidade e necessidades de acesso. • Acesso aos componentes do sistema e recursos de dados que se baseiam na classificação e funções do trabalho dos usuários. • O mínimo de privilégios necessários (por exemplo, usuário, administrador) para executar uma função procedimentos documentados.",Examine as políticas e procedimentos documentados. ; Entreviste o pessoal. ; Examine as configurações do modelo de controle de acesso.,
7.2.2,"O acesso é atribuído a usuários, incluindo usuários privilegiados, com base em: • Classificação e função do trabalho. • Menores privilégios necessários para desempenhar as responsabilidades do trabalho.","Examine as políticas e os procedimentos. ; Examine as configurações de acesso do usuário, inclusive para usuários privilegiados. ; Entreviste o pessoal de gestão responsável. ; Entreviste o pessoal responsável pela atribuição de acesso.",
7.2.3,Os privilégios exigidos são aprovados por pessoal autorizado.,Examine as políticas e os procedimentos. ; Examine os IDs de usuário e os privilégios atribuídos. ; Examine as aprovações documentadas. Requisito do PCI DSS Teste Esperado Resposta♦ Implementado Implementado com Não Aplicável Não Testado Não Implementado,
7.2.4,"Todas as contas de usuário e privilégios de acesso relacionados, incluindo contas de terceiros/fornecedores, são analisados da seguinte forma: • Pelo menos uma vez a cada seis meses. • Para garantir que as contas e o acesso do usuário permaneçam apropriados com base na função do trabalho. • Qualquer acesso inadequado é abordado. • A administração reconhece que o acesso continua apropriado.","Examine as políticas e os procedimentos. ; Entreviste o pessoal responsável. ; Examine os resultados documentados de revisões periódicas de contas de usuários. Observações de Aplicabilidade Este requisito se aplica a todas as contas de usuário, incluindo aquelas usadas por funcionários e terceiros/fornecedores, e contas usadas para acessar serviços de nuvem de terceiros. Consulte os Requisitos 7.2.5 e 7.2.5.1 e 8.6.1 a 8.6.3 para obter os controles de aplicativos e contas do sistema. Este requisito é uma prática recomendada até 31 de março de 2025, após o qual será exigido e deve ser totalmente considerado durante uma avaliação do PCI DSS.",
