req_num,text,tests,guidance
3.5.1.1,"Hashes, die verwendet werden, um PAN unlesbar zu machen (gemäß dem ersten Aufzählungspunkt von Anforderung 3.5.1) sind verschlüsselte kryptografische Hashes der gesamten PAN mit zugehörigen Schlüsselverwaltungsprozessen und - prozeduren gemäß den Anforderungen 3.6 und 3.7. • Dokumentation über die verwendete Hash- Methode untersuchen. Prozeduren und Prozesse der • Datenrepositorien © 2006 -2024 PCI DSS -Anforderung Erwartetes Testen Antwort♦ (Eine Antwort für jede Anforderung ankreuzen ) Vorhanden Vorhanden mit CCW Nicht Anwendbar Nicht Getestet Nicht","Audit -Protokolle untersuchen, einschließlich Zahlungsanwendungsprotokoll","Alle Anwendbarkeitshinweise für Anforderung 3.5.1 gelten auch für diese Anforderung. Prozesse und Verfahren zur Schlüsselverwaltung (Anforderungen 3.6 und 3.7) gelten nicht für Systemkomponenten, die zur Erzeugung einzelner verschlüsselter Hashes eines PAN zum Vergleich mit einem anderen System verwendet werden, wenn: • Die Systemkomponenten jeweils nur Zugriff auf einen Hash- Wert (Hash -Werte werden nicht auf dem System gespeichert) haben UND • Es keine anderen Kontodaten gibt, die auf demselben System wie die Hashes gespeichert sind. Diese Anforderung wird bis zum 31. März 2025 als bewährte Praktik betrachtet, danach wird sie benötigt und muss bei einer PCI DSS -Bewertung vollständig berücksichtigt werden. Diese Anforderung wird den Aufzählungspunkt in Anforderung 3.5.1 für Einweg- Hashes ersetzen, sobald ihr wirksames Datum erreicht ist."
3.5.1.2,"Wenn eine Verschlüsselung auf Festplatten- oder Partitionsebene (anstatt einer Datenbankverschlüsselung auf Datei -, Spalten- oder Feldebene) verwendet wird, um PAN unlesbar zu machen, wird sie nur wie folgt implementiert: • Auf entfernbaren elektronischen Medien. ODER • Bei Verwendung für nicht entfernbare elektronische Medien wird PAN auch über einen anderen Mechanismus, der die Anforderung 3.5.1 erfüllt, unlesbar gemacht. • Verschlüsselungsprozesse beachten. • Konfigurationen und/oder Anbieterdokumentation untersuchen. © 2006 -2024 PCI DSS -Anforderung Erwartetes Testen Antwort♦ (Eine Antwort für jede Anforderung ankreuzen ) Vorhanden Vorhanden mit CCW Nicht Anwendbar Nicht Getestet Nicht",,"Diese Anforderung gilt für jede Verschlüsselungsmethode, die automatisch Klartext -PAN bereitstellt, wenn ein System läuft, auch wenn ein autorisierter Benutzer diese Daten nicht ausdrücklich angefordert hat. Obwohl Festplatten- oder Partitionsverschlüsselung auf diesen Gerätetypen noch vorhanden sein kann, kann sie nicht der einzige Mechanismus sein, der verwendet wird, um auf diesen Systemen gespeicherte PANs zu schützen. Jede gespeicherte PAN muss außerdem gemäß Anforderung 3.5.1 unlesbar gemacht werden – zum Beispiel durch Abschneiden oder einen Verschlüs selungsmechanismus auf Datenebene. Die vollständige Festplattenverschlüsselung trägt zum Schutz der Daten bei einem physischen Verlust einer Festplatte bei und ist daher nur für entfernbare elektronische Medienspeichergeräte geeignet. Medien, die Teil einer Rechenzentrumsarchitektur sind (zum Beispiel Hot -Swap -fähige Laufwerke, Massensicherungen auf Band) gelten als nicht entfernbare elektronische Medien, für die Anforderung 3.5.1 gilt. Implementierungen der Festplatten- oder Partitionsverschlüsselung müssen auch alle anderen PCI DSS -Verschlüsselungs - und Schlüsselverwaltungsanforderungen erfüllen. Ein Teil dieses Hinweises zur Anwendbarkeit wurde für diesen SAQ absichtlich entfernt, da er nicht für Händlerbewertungen gilt. Diese Anforderung ist bis zum 31. März 2025 eine bewährte Praktik, danach wird sie benötigt und muss bei einer PCI DSS -Bewertung vollständig berücksichtigt werden."
3.5.1.3,"Wenn eine Verschlüsselung auf Festplatten - oder Partitionsebene (anstatt einer Datenbankverschlüsselung auf Datei -, Spalten- oder Feldebene) verwendet wird, um PAN unlesbar zu machen, wird sie folgt verwaltet: • Der logische Zugriff wird separat und unabhängig von nativen Betriebssystem - Authentifizierungs - und Zugriffskontrollmechanismen verwaltet. • Entschlüsselungsschlüssel sind nicht mit Benutzerkonten assoziiert. • Authentifizierungsfaktoren (Passwörter, Passphrasen oder kryptografische Schlüssel), die den Zugriff auf nicht verschlüsselte Daten erlauben, werden sicher gespeichert. • Systemkonfigurationen untersuchen. • Den Authentifizierungsprozess beachten. • Dateien, die enthalten, untersuchen. © 2006 -2024 PCI DSS -Anforderung Erwartetes Testen Antwort♦ (Eine Antwort für jede Anforderung ankreuzen ) Vorhanden Vorhanden mit CCW Nicht Anwendbar Nicht Getestet Nicht",Personal befragen.,Implementierungen der Festplatten- oder Partitionsverschlüsselung müssen auch alle anderen PCI DSS -Verschlüsselungs - und Schlüsselverwaltungsanforderungen erfüllen.
3.6,"Kryptografische Schlüssel, die zum Schutz gespeicherter Kontodaten verwendet werden, sind gesichert.",,
3.6.1,"Prozeduren werden definiert und implementiert, um kryptografische Schlüssel zu schützen, die verwendet werden, um gespeicherte Kontodaten vor Offenlegung und Missbrauch zu schützen, darunter: • Der Zugriff auf Schlüssel ist auf die erforderliche Anzahl von Verwahrern beschränkt. • Schlüsselverschlüsselungsschlüssel sind mindestens so stark wie die Datenverschlüsselungsschlüssel, die sie schützen. • Schlüsselverschlüsselungsschlüssel werden getrennt von Datenverschlüsselungsschlüsseln gespeichert. • Schlüssel werden an möglichst wenigen Orten und Formularen gespeichert. • Dokumentierte Schlüsselverwaltungs - Richtlinien und Prozeduren untersuchen.",,"Diese Anforderung gilt für Schlüssel, die zum Schützen gespeicherter Kontodaten verwendet werden, und für Schlüssel zum Verschlüsseln von Schlüsseln, die zum Schutz von datenverschlüsselnden Schlüsseln verwendet werden. Die Anforderung zum Schutz von Schlüsseln, die zum Schutz gespeicherter Kontodaten vor Offenlegung und Missbrauch verwendet werden, gilt sowohl für datenverschlüsselnde Schlüssel als auch für schlüsselverschlüsselnde Schlüssel. Da ein Schlüssel zum Verschlüsseln von Daten Zugriff auf viele Schlüssel zum Verschlüsseln von Daten gewähren kann, erfordern die Schlüssel zum Verschlüsseln von Schlüsseln starke Schutzmaßnahmen."
3.6.1.1,Zusätzliche Anforderungen nur für Dienstleistungsanbieter © 2006 -2024 PCI DSS -Anforderung Erwartetes Testen Antwort♦ (Eine Antwort für jede Anforderung ankreuzen ) Vorhanden Vorhanden mit CCW Nicht Anwendbar Nicht Getestet Nicht,,
3.6.1.2,"Geheime und private Schlüssel, die zum Schützen gespeicherter Kontodaten verwendet werden, werden jederzeit in einem (oder mehreren) der folgenden Formate gespeichert: • Verschlüsselt mit einem Schlüssel zum Verschlüsseln, der mindestens so stark ist wie der Schlüssel zum Verschlüsseln von Daten, und der getrennt vom Schlüssel zum Verschlüsseln von Daten gespeichert wird. • Innerhalb eines sicheren kryptografischen Geräts (SCD), wie eines Hardware- Sicherheitsmoduls (HSM) oder eines PTS - zugelassenen Point -of-Interaction-Geräts. • Als mindestens zwei Schlüsselkomponenten voller Länge oder Schlüsselanteile, gemäß einer in der Branche anerkannten Methode. • Dokumentierte Prozeduren untersuchen. • Systemkonfigurationen und Schlüsselspeicherstandorte untersuchen, einschließlich für Schlüsselverschlüsselungssch lüssel.",,"Es ist nicht erforderlich, dass öffentliche Schlüssel in einer dieser Formen gespeichert werden. Kryptografische Schlüssel, die als Teil eines Schlüsselverwaltungssystems (KMS) gespeichert werden, das SCDs verwendet, sind akzeptabel. Ein kryptografischer Schlüssel, der in zwei Teile geteilt ist, erfüllt diese Anforderung nicht. Als Schlüsselkomponenten oder Schlüsselanteile gespeicherte geheime oder private Schlüssel müssen über einen der Folgenden generiert werden: • Verwendung eines zugelassenen Zufallszahlengenerators und innerhalb einer SCD, ODER • Gemäß ISO 19592 oder einem gleichwertigen Industriestandard für die Generierung geheimer Schlüsselanteile."
3.6.1.3,Zugriff auf kryptografische Schlüsselkomponenten im Klartext ist auf die geringste Anzahl von Verwahrern beschränkt. • Benutzerzugriffslisten untersuchen.,,
3.6.1.4,Kryptografische Schlüssel werden an möglichst wenigen Orten gespeichert. • Schlüsselspeicherstandorte beachten. • Prozesse beachten. © 2006 -2024 PCI DSS -Anforderung Erwartetes Testen Antwort♦ (Eine Antwort für jede Anforderung ankreuzen ) Vorhanden Vorhanden mit CCW Nicht Anwendbar Nicht Getestet Nicht,,
3.7,"Wenn Kryptographie zum Schutz gespeicherter Kontodaten verwendet wird, werden Schlüsselverwaltungsprozesse und -prozeduren definiert und implementiert, die alle Aspekte des Schlüssellebenszyklus abdecken.",,
3.7.1,"Richtlinien und Prozeduren zur Schlüsselverwaltung werden implementiert, um die Generierung von starken sicheren kryptografischen Schlüsseln zum Schutz gespeicherter Kontodaten einzuschließen. • Dokumentierte Schlüsselverwaltungs - untersuchen. • Die Methode zum Erzeugen von Schlüsseln beachten.",,
3.7.2,"Richtlinien und Prozeduren zur Schlüsselverwaltung werden implementiert, um sichere Verteilung von kryptografischen Schlüsseln zum Schutz gespeicherter Kontodaten einzuschließen. • Dokumentierte Schlüsselverwaltungs - Richtlinien und Prozeduren untersuchen. • Die Methode zum Verteilen von Schlüsseln beachten.",,
3.7.3,"Richtlinien und Prozeduren zur Schlüsselverwaltung werden implementiert, um sichere Speicherung von kryptografischen Schlüsseln zum Schutz gespeicherter Kontodaten einzuschließen. • Dokumentierte Schlüsselverwaltungs - untersuchen. • Die Methode zum Speichern von Schlüsseln beachten.",,
3.7.4,"Richtlinien und Verfahren zur Schlüsselverwaltung werden für kryptografische Schlüsseländerungen für Schlüssel implementiert, die das Ende ihrer Verschlüsselungszeitdauer erreicht haben, wie vom jeweiligen Anwendungsanbieter oder Schlüsselbesitzer definiert ist und auf den bewährten Praktiken und Richtlinien der Branche basiert, ei nschließlich der folgenden: • Eine definierte Kryptozeitdauer für jeden verwendeten Schlüsseltyp. • Einen Prozess für Schlüsseländerungen am Ende der definierten Kryptozeitdauer. • Dokumentierte Schlüsselverwaltungs - Richtlinien und Prozeduren untersuchen. © 2006 -2024 PCI DSS -Anforderung Erwartetes Testen Antwort♦ (Eine Antwort für jede Anforderung ankreuzen ) Vorhanden Vorhanden mit CCW Nicht Anwendbar Nicht Getestet Nicht",Personal befragen. • Schlüsselspeicherstandorte beachten.,
3.7.5,"Prozeduren zur Schlüsselverwaltung werden implementiert, um die Aussonderung, den Ersatz oder die Zerstörung von Schlüsseln, die zum Schutz gespeicherter Kontodaten verwendet werden, nach Bedarf zu umfassen, wenn: • Der Schlüssel das Ende seiner definierten Kryptozeitdauer erreicht hat. • Die Integrität des Schlüssels geschwächt wurde, auch wenn Personal mit Kenntnis einer Klartext -Schlüsselkomponente das Unternehmen verlässt oder die Rolle, für die die Schlüsselkomponente bekannt war, verlässt. • Wenn vermutet wird oder bekannt ist, dass der Schlüssel kompromittiert wurde. Ausgesonderte oder ersetzte Schlüssel werden nicht für Verschlüsselungsbetriebe verwendet. • Dokumentierte Schlüsselverwaltungs - Richtlinien und Prozeduren untersuchen. © 2006 -2024 PCI DSS -Anforderung Erwartetes Testen Antwort♦ (Eine Antwort für jede Anforderung ankreuzen ) Vorhanden Vorhanden mit CCW Nicht Anwendbar Nicht Getestet Nicht",Personal befragen.,"Wenn ausgesonderte oder ersetzte kryptografische Schlüssel aufbewahrt werden müssen, müssen diese Schlüssel sicher archiviert werden (zum Beispiel mithilfe eines Schlüsselverschlüsselungsschlüssels)."
3.7.6,"Wenn manuelle Betriebe zur Verwaltung von kryptografischen Klartextschlüsseln von Personal durchgeführt werden, werden Richtlinien und Prozeduren zur Schlüsselverwaltung implementiert, einschließlich die Verwaltung dieser Betriebe unter Verwendung von geteiltem Wissen und doppelter Kontrolle. • Dokumentierte Schlüsselverwaltungs - untersuchen.",Personal befragen. • Prozesse beachten.,"Diese Kontrolle gilt für manuelle Schlüsselverwaltungsbetriebe . Ein kryptografischer Schlüssel, der einfach in zwei Teile geteilt ist, erfüllt diese Anforderung nicht. Als Schlüsselkomponenten oder Schlüsselanteile gespeicherte geheime oder private Schlüssel müssen über einen der Folgenden generiert werden: • Verwendung eines zugelassenen Zufallszahlengenerators und in einem sicheren kryptografischen Gerät (SCD), wie einem Hardware-Sicherheitsmodul (HSM) oder einem PTS -zugelassenen Ort der Interaktion-Gerät, ODER • Gemäß ISO 19592 oder einem gleichwertigen Industriestandard für die Generierung geheimer Schlüsselanteile."
3.7.7,"Richtlinien und Prozeduren zur Schlüsselverwaltung werden implementiert, um die Verhinderung eines nicht autorisierten Austauschs kryptographischer Schlüssel einzuschließen. • Dokumentierte Schlüsselverwaltungs - Richtlinien und Prozeduren untersuchen.",Personal befragen. • Prozesse beachten.,
3.7.8,"Richtlinien und Prozeduren zur Schlüsselverwaltung werden implementiert, um zu enthalten, dass die Verwahrer von kryptografischen Schlüsseln formell bestätigen (schriftlich oder elektronisch), dass sie ihre Verantwortlichkeiten als Schlüsselverwahrer verstehen und akzeptieren. • Dokumentierte Schlüsselverwaltungs - untersuchen. • Dokumentation oder andere Nachweise für die Bestätigung der Schlüsselverwalter überprüfen.",,
3.7.9,"Zusätzliche Anforderungen nur für Dienstleistungsanbieter © 2006 -2024 Anforderung 4: Schutz von Karteninhaberdaten mit starker Kryptographie während der Übertragung über offene, öffentliche Netzwerke PCI DSS -Anforderung Erwartetes Testen Antwort♦ (Eine Antwort für jede Anforderung ankreuzen ) Vorhanden Vorhanden mit CCW Nicht Anwendbar Nicht Getestet Nicht",,
4.1,"Prozesse und Mechanismen zum Schutz von Karteninhaberdaten mit starker Kryptographie bei der Übertragung über offene, öffentl iche Netze werden definiert und verstanden.",,
4.1.1,"Alle Sicherheitsrichtlinien und Betriebsprozeduren, die in Anforderung 4 identifiziert werden, sind: • Dokumentiert. • Auf dem neuesten Stand gehalten. • In Verwendung.",Allen betroffenen Parteien bekannt. • Dokumentation untersuchen. ; Personal befragen.,
4.1.2,"Die Rollen und Verantwortlichkeiten für die Durchführung der in Anforderung 4 genannten Tätigkeiten sind dokumentiert, zugewiesen und verstanden. • Dokumentation untersuchen. © 2006 -2024 PCI DSS -Anforderung Erwartetes Testen Antwort♦ (Eine Antwort für jede Anforderung ankreuzen ) Vorhanden Vorhanden mit CCW Nicht Anwendbar Nicht Getestet Nicht",Verantwortliches Personal befragen,
4.2,PAN wird während der Übertragung mit starker Kryptographie geschützt.,,
4.2.1,"Starke Kryptografie- und Sicherheitsprotokolle werden implementiert, um PAN während der Übertragung wie folgt über offene, öffentliche Netzwerke zu schützen: • Es werden nur vertrauenswürdige Schlüssel und Zertifikate akzeptiert. • Dokumentierte Richtlinien und Prozeduren untersuchen. © 2006 -2024 PCI DSS -Anforderung Erwartetes Testen Antwort♦ (Eine Antwort für jede Anforderung ankreuzen ) Vorhanden Vorhanden mit CCW Nicht Anwendbar Nicht Getestet Nicht","Personal befragen. • Systemkonfigurationen untersuchen. • Übertragungen von Karteninhaberdaten untersuchen. ; Schlüssel und Zertifikate untersuchen. • Zertifikate, die zum Schutz von PAN bei der Übertragung über offene, öffentliche Netze verwendet werden, werden als gültig bestätigt und sind nicht abgelaufen oder widerrufen. Dieser Aufzählungspunkt ist bis zum Datum des Inkrafttretens einer bewährten Praktik, weitere Informationen finden Sie in den Anwendbarkeitshinweisen unten. • Das verwendete Protokoll unterstützt nur sichere Versionen oder Konfigurationen und unterstützt keinen Rückfall auf oder die Verwendung von unsicheren Versionen, Algorithmen, Schlüsselgrößen oder Implementierungen. • Die Verschlüsselungsstärke ist für die verwendete Verschlüsselungsmethodik angemessen.","Ein selbstsigniertes Zertifikat kann auch akzeptabel sein, wenn das Zertifikat von einer internen CA innerhalb der Organisation ausgestellt wird, der Autor des Zertifikats bestätigt und das Zertifikat verifiziert ist – zum Beispiel per Hash oder Unterschri ft – und nicht abgelaufen ist. Der obige Aufzählungspunkt (zur Bestätigung, dass Zertifikate, die zum Schutz von PAN während der Übertragung über offene, öffentliche Netzwerke verwendet werden, gültig sind und nicht abgelaufen oder widerrufen sind) ist eine bewährte Praktik bis zum 31. März 2025, danach wird er als Teil von Anforderung 4.2.1 benötigt und muss bei einer PCI -DSS -Bewertung vollständig berücksichtigt werden."
4.2.1.1,"Es wird ein Inventar der vertrauenswürdigen Schlüssel und Zertifikate der Entität geführt, die zum Schutz von PAN während der Übertragung verwendet werden. • Dokumentierte Richtlinien und Prozeduren untersuchen. • Das Inventar von Schlüsseln und Zertifikaten",,"Diese Anforderung ist bis zum 31. März 2025 eine bewährte Praktik, danach wird sie benötigt und muss bei einer PCI DSS -Bewertung vollständig berücksichtigt werden."
4.2.1.2,"Drahtlose Netzwerke, die PAN übertragen oder mit der CDE verbunden sind, verwenden bewährte Praktiken der Branche, um eine starke Kryptographie für die Authentifizierung und Übertragung zu implementieren. • Systemkonfigurationen untersuchen.",,
4.2.2,"PAN wird immer mit starker Kryptographie gesichert, wenn es über Messaging- Technologien für Endbenutzer gesendet wird. • Dokumentierte Richtlinien und Prozeduren untersuchen. • Systemkonfigurationen und Anbieterdokumentation © 2006 -2024 Wartung eines Programms zur Verwaltung von Schwachstellen Anforderung 5: Schutz aller Systeme und Netzwerke vor bösartiger Software PCI DSS -Anforderung Erwartetes Testen Antwort♦ (Eine Antwort für jede Anforderung ankreuzen ) Vorhanden Vorhanden mit CCW Nicht Anwendbar Nicht Getestet Nicht",,"Diese Anforderung gilt auch, wenn ein Kunde oder ein anderer Dritter die Zusendung von PAN über Endbenutzer -Messaging-Technologien anfordert. Es kann vorkommen, dass eine Entität unaufgeforderte Karteninhaberdaten über einen unsicheren Kommunikationskanal erhält, der nicht für Übertragungen sensibler Daten vorgesehen ist. In dieser Situation kann die Entität entweder den Kanal in den Geltungsbereich ihrer CDE aufnehmen und ihn gemäß PCI DSS sichern oder die Karteninhaberdaten löschen und Maßnahmen implementieren, um zu verhindern, dass der Kanal für Karteninhaberdaten verwendet wird."
5.1,Prozesse und Mechanismen zum Schutz aller Systeme und Netzwerke vor böswilliger Software sind definiert und verstanden.,,
5.1.1,"Alle Sicherheitsrichtlinien und Betriebsprozeduren, die in Anforderung 5 identifiziert werden, sind: • Dokumentiert. • Auf dem neuesten Stand gehalten. • In Verwendung.",Allen betroffenen Parteien bekannt. • Dokumentation untersuchen. ; Personal befragen.,
5.1.2,"Die Rollen und Zuständigkeiten für die Durchführung der Aktivitäten gemäß Anforderung 5 sind dokumentiert, zugewiesen und verstanden. • Dokumentation untersuchen. • Verantwortliches Personal befragen.",,
5.2,Böswillige Software (Malware) wird verhindert oder erfasst und beseitigt.,,
5.2.1,"Eine Anti -Malware Lösung(en) werden auf allen Systemkomponenten bereitgestellt, mit Ausnahme der Systemkomponenten, die in regelmäßigen Bewertungen gemäß Anforderung 5.2.3 identifiziert wurden, die zu dem Schluss kommen, dass die Systemkomponenten nicht durch Malware gefährdet sind. • Systemkomponenten untersuchen. • Die regelmäßigen Auswertungen untersuchen.",,
5.2.2,Die eingesetzte(n) Anti -Malware -Lösung(en): • Erkennt alle bekannten Arten von Malware. © 2006 -2024 PCI DSS -Anforderung Erwartetes Testen Antwort♦ (Eine Antwort für jede Anforderung ankreuzen ) Vorhanden Vorhanden mit CCW Nicht Anwendbar Nicht Getestet Nicht,"Entfernt, sperrt oder dämmt alle bekannten Arten von Malware ein. • Anbieterdokumentation untersuchen. • Systemkonfigurationen untersuchen.",
5.2.3,"Alle Systemkomponenten, die nicht durch Malware gefährdet sind, werden regelmäßig bewertet, um Folgendes zu beinhalten: • Eine dokumentierte Liste aller gefährdet sind. • Identifizierung und Bewertung von sich entwickelnden Malware-Bedrohungen für diese Systemkomponenten. • Bestätigung, ob solche Systemkomponenten weiterhin keinen Anti -Malware -Schutz benötigen. • Dokumentierte Richtlinien und Prozeduren untersuchen.","Personal befragen. • Die Liste der Systemkomponenten, bei denen kein Malware-Risiko besteht, untersuchen und sie mit den Systemkomponenten ohne eingesetzte Anti - Malware-Lösung vergleichen.","Von dieser Anforderung abgedeckte Systemkomponenten sind diejenigen, für die keine Anti-Malware- Lösung gemäß Anforderung 5.2.1 eingesetzt wurde."
5.2.3.1,"Die Häufigkeit der regelmäßigen Bewertungen von Systemkomponenten, die als nicht gefährdet für Malware identifiziert wurden, wird in der gezielten Risikoanalyse der Entität definiert, die gemäß allen in Anforderung 12.3.1 angegebenen Elementen durchgeführt wird. • Die gezielte Risikoanalyse untersuchen. • Dokumentierte Ergebnisse von regelmäßigen Auswertungen",Personal befragen.,"Diese Anforderung ist bis zum 31. März 2025 eine bewährte Praktik, danach wird sie benötigt und muss bei einer PCI DSS -Bewertung vollständig berücksichtigt werden."
5.3,"Anti-Malware -Mechanismen und Prozesse sind aktiv, werden gewartet und überwacht.",,
5.3.1,"Die Anti -Malware -Lösung(en) wird (werden) durch automatische Aktualisierungen auf dem neuesten Stand gehalten. • Anti-Malware- Lösungs - Konfigurationen untersuchen, einschließlich aller Master - Installationen. • Systemkomponenten und Protokolle untersuchen. © 2006 -2024 PCI DSS -Anforderung Erwartetes Testen Antwort♦ (Eine Antwort für jede Anforderung ankreuzen ) Vorhanden Vorhanden mit CCW Nicht Anwendbar Nicht Getestet Nicht",,
5.3.2,"Die Anti -Malware -Lösung(en): • Führt regelmäßige Scans und aktive oder Echtzeit -Scans durch ODER • Führt eine kontinuierliche Verhaltensanalyse von Systemen oder Prozessen durch. • Anti-Malware- Lösungs - Konfigurationen untersuchen, einschließlich aller Master - Installationen. • Systemkomponenten untersuchen.",Protokolle und Scan-Ergebnisse untersuchen.,
5.3.2.1,"Wenn regelmäßige Malware-Scans durchgeführt werden, um Anforderung 5.3.2 zu erfüllen, wird die Häufigkeit der Scans in der gezielten Risikoanalyse der Entität definiert, die gemäß allen in Anforderung 12.3.1 angegebenen Elementen durchgeführt wird. • Die gezielte Risikoanalyse untersuchen. • Dokumentierte Ergebnisse von regelmäßigen Malware-Scans © 2006 -2024 PCI DSS -Anforderung Erwartetes Testen Antwort♦ (Eine Antwort für jede Anforderung ankreuzen ) Vorhanden Vorhanden mit CCW Nicht Anwendbar Nicht Getestet Nicht",Personal befragen.,"Diese Anforderung gilt für Entitäten, die regelmäßige Malware-Scans durchführen, um Anforderung 5.3.2 zu erfüllen. Diese Anforderung ist bis zum 31. März 2025 eine bewährte Praktik, danach wird sie benötigt und muss bei einer PCI DSS -Bewertung vollständig berücksichtigt werden."
5.3.3,"Für entfernbare elektronische Medien führt die Anti-Malware- Lösung: • automatische Scans durch, wenn die Medien eingelegt, verbunden oder logisch angebracht werden, ODER • eine kontinuierliche Verhaltensanalyse von Systemen oder Prozessen durch, wenn die angebracht werden. • Konfigurationen der Anti - Malware-Lösung(en) untersuchen. • Systemkomponenten mit entfernbaren elektronischen Medien untersuchen.",Protokolle und Scan-Ergebnisse untersuchen.,"Diese Anforderung ist bis zum 31. März 2025 eine bewährte Praktik, danach wird sie benötigt und muss bei einer PCI DSS -Bewertung vollständig berücksichtigt werden."
5.3.4,Audit -Protokolle für die Anti -Malware-Lösung(en) werden gemäß Anforderung 10.5.1 aktiviert und aufbewahrt. • Konfigurationen der Anti - Malware-Lösung(en) untersuchen.,,
5.3.5,"Anti-Malware- Mechanismen können von Benutzern nicht deaktiviert oder geändert werden, es sei denn, dies wird von der Geschäftsleitung im Einzelfall für eine begrenzten Zeitdauer ausdrücklich dokumentiert und genehmigt. • Anti-Malware-Konfigurationen untersuchen. • Prozesse beachten. • Verantwortliches Personal befragen. © 2006 -2024 PCI DSS -Anforderung Erwartetes Testen Antwort♦ (Eine Antwort für jede Anforderung ankreuzen ) Vorhanden Vorhanden mit CCW Nicht Anwendbar Nicht Getestet Nicht",,"Anti-Malware- Lösungen dürfen nur dann vorübergehend deaktiviert werden, wenn ein berechtigter technischer Bedarf besteht, der von der Verwaltung im Einzelfall genehmigt wird. Wenn der Anti -Malware -Schutz für einen bestimmten Zweck deaktiviert werden muss, muss dieses formell autorisiert werden. Für die Zeitdauer, in dem der Anti - Malware-Schutz nicht aktiv ist, müssen möglicherweise zusätzliche Sicherheitsmaßnahmen implementiert werden."
5.4,Anti-Phishing-Mechanismen schützen Benutzer vor Phishing-Angriffen.,,
5.4.1,"Prozesse und automatisierte Mechanismen sind vorhanden, um Phishing-Angriffe zu erkennen und das Personal davor zu schützen. • Implementierte Prozesse beachten. © 2006 -2024 Anforderung 6: Entwicklung und Wartung sicherer Systeme und Software PCI DSS -Anforderung Erwartetes Testen Antwort♦ (Eine Antwort für jede Anforderung ankreuzen ) Vorhanden Vorhanden mit CCW Nicht Anwendbar Nicht Getestet Nicht",Mechanismen untersuchen.,"Der Schwerpunkt dieser Anforderung liegt auf dem Schutz des Personals mit Zugriff auf Systemkomponenten im Geltungsbereich von PCI DSS. Die Erfüllung dieser Anforderung an technische und automatisierte Kontrollen zur Erkennung und zum Schutz des Personals vor Phishing ist nicht dasselbe wie Anforderung 12.6.3.1 für Schulung zum Sicherheitsbewusstsein. Die Erfüllung dieser Anforderung erfül lt auch nicht die Anforderung, das Personal mit Sicherheitsbewusstsein zu schulen und umgekehrt. Diese Anforderung ist bis zum 31. März 2025 eine bewährte Praktik, danach wird sie benötigt und muss bei einer PCI DSS -Bewertung vollständig berücksichtigt werden."
6.1,Prozesse und Mechanismen zur Entwicklung und Wartung von sicheren Systemen und Software werden definiert und verstanden.,,
6.1.1,"Alle Sicherheitsrichtlinien und Betriebsprozeduren, die in Anforderung 6 identifiziert werden, sind: • Dokumentiert. • Auf dem neuesten Stand gehalten. • In Verwendung.",Allen betroffenen Parteien bekannt. • Dokumentation untersuchen. ; Personal befragen.,
6.1.2,"Die Rollen und Zuständigkeiten für die Durchführung der Aktivitäten gemäß Anforderung 6 sind dokumentiert, zugewiesen und verstanden. • Dokumentation untersuchen.",Verantwortliches Personal befragen.,
6.2,Maßgeschneiderte und kundenspezifische Software werden sicher entwickelt.,,
6.2.1,Maßgeschneiderte und kundenspezifische Software werden sicher wie folgt entwickelt: • Basierend auf Industriestandards und/oder bewährten Praktiken für eine sichere Entwicklung. • Gemäß PCI DSS (zum Beispiel sichere Authentifizierung und Protokollierung). • Einbeziehung von Berücksichtigung von Fragen der Informationssicherheit in jeder Phase des Softwareentwicklungs -Lebenszyklus. • Dokumentierte Softwareentwicklungsverfahren untersuchen. © 2006 -2024 PCI DSS -Anforderung Erwartetes Testen Antwort♦ (Eine Antwort für jede Anforderung ankreuzen ) Vorhanden Vorhanden mit CCW Nicht Anwendbar Nicht Getestet Nicht,,"Dies gilt für alle Software, die für oder von der Entität für den eigenen Gebrauch entwickelt wurde. Dies beinhaltet sowohl maßgeschneiderte als auch kundenspezifische Software. Dies gilt nicht für Software von Drittanbietern."
6.2.2,"Softwareentwicklungspersonal, das an maßgeschneiderter und kundenspezifischer Software arbeitet, wird mindestens einmal alle 12 Monate wie folgt geschult: • über Softwaresicherheit, die für ihre Tätigkeitsfunktion und Entwicklungssprachen relevant ist. • Einschließlich sicheres Softwaredesign und sichere Codierungstechniken. • Einschließlich, wenn Sicherheitstesttools verwendet werden, wie die Tools zum Erkennen von Schwachstellen in Software verwendet werden. • Dokumentierte Softwareentwicklungsverfahren untersuchen. © 2006 -2024 PCI DSS -Anforderung Erwartetes Testen Antwort♦ (Eine Antwort für jede Anforderung ankreuzen ) Vorhanden Vorhanden mit CCW Nicht Anwendbar Nicht Getestet Nicht",Schulungsaufzeichnungen untersuchen. ; Personal befragen.,"Das Softwareentwicklungspersonal bleibt über sichere Entwicklungspraktiken informiert; Softwaresicherheit; und Angriffe gegen die Sprachen, Rahmenwerke oder Anwendungen, die sie entwickeln. Das Personal kann bei Bedarf auf Hilfe und Anleitungen zugreifen."
